File Name,New Manip Logic,Existing Manip Logic,Old Specs Mockup Real
0C78E8A6-26D1-406A-909E-F3787114064A.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/32adf16abe50392bec00d0eec7c6c833.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/dc4a2bb3a1c3c1fae85080de7affcc3f.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/2f597309-7321-46ff-a4c7-e5ec3860a33b/35159ddf405a31ba3ef3c748c5669c28.png
0D02632C-E69C-4A89-AE6F-4009DE6C74FE.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/0f6673caac723c207fb0217ba60f6bc4.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/a7225fc82d2c08dde071c2c20ca6ae65.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/4a022b23-db2c-4fad-9107-232e6011aa34/8d50b17be280833b6722bbd1f404d5cd.png
0D4444BF-BBAE-4E3B-A8E4-2933E2759D50.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/9b2ae1b288a0a8f88d701bec9d03a633.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/8c2f0102bcc808f9fd08a0480e257021.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/dd7f9003-ddcf-4854-9743-7d8e15508692/4e9a4519d5cec7786eaea7521760420e.png
0E2B8F1A-FF2D-4708-89A9-3FE9BDB5AF9C.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/445ef7f1ad83bdb7a8b24f5115eb68fd.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/3420fa61db2f1449fec691e741112a4b.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/5006a544-1702-4a1e-805a-952bdcc0c8b9/7db5e17e1d0049dcc554d9b4fc376254.png
0EB6BED4-1CAD-4462-8905-D84A0BD93171.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/7b5071133622dd4fdaaa12115dd0d7de.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/0fbef06e8cb78285c4440a45c689ab63.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/f6e88c1a-8926-4acb-9b57-8d520708d1af/3791e23bed15cb83feae79784dfe39e7.png
10DD59B3-32BB-48EA-9BC9-CE5B6E6ADCF5.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/78f8aec3e9672bffee8857b819d5fdd7.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/c851e3126ea705218cf41458e5d7b438.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/8ac2a1ef-fa75-4121-ad3b-af835f2d7c3e/a4d621e9c8eee2c2b8bc9b637f498e84.png
12222B07-A28D-4734-8182-A505801A6067.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/e9cb5c3b937df1341254e913f6b2796e.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/38d3445f6e5d157db0229ee33734a287.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/8ac2a1ef-fa75-4121-ad3b-af835f2d7c3e/d10797d75220414e5a4d99c032ffedbe.png
122E5758-45DF-40CA-9B7C-121BAE97ED3C.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/e02c211b9623998d15b475652d104f76.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/8f6344031abce55c32ffeb16e7437e80.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/87319792-82d3-48d9-b684-a31bc90d2f82/de8c626333f92e2fb28160f547ef4782.png
12602354cf0868acde30efdf0f97cde4.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/058b8f62481de69343915641ca3461c3.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/71156354e3731dd86a2a7a41386840f6.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/0231cda4-d8e1-45d1-86a6-e2ed4cf8be50/f0d609e68741b37d012df8d3cbba0bae.png
1282C24E-F0AA-4DE0-BCB4-C3175701097F.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/254daf81a424a80d2f4a61087574b63b.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/0baecbf683df707d4c1991e033e4b48d.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/9c4b4f38-acf9-4959-b7c2-4d88ba8107d8/5f753808fd98387e6b560d2c5fb7f3c5.png
1418FBE2-990C-43A1-9B72-7B9C0BBA2438.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/fa10d2279d201a8e12e55364308d0f35.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/9b2b671f8ab1b495cb091424d0523a15.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/b51d25c2-938b-47fb-892a-668ce559048d/eb0b2548aa66b805dcb73264f6e3a316.png
142E96F0-EDE1-42D7-8C7F-D7D2918629CA.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/610cb1be67af7f64d4adb3dda04ca7f3.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/0dd05f0daa3de89a7e9a2f21bfa4be1d.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/c22c254d-d123-4074-8084-d9706dbfae7a/d5135d25aa4c593cc464b5cc0a9b8ca6.png
143F3DE5-93A9-4579-8B89-F80940075F8C.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/1c085cb27dc4a4534709a32334c90b6e.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/63d282c0e03513767f387b05951fce9f.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/4998bf22-ad36-493e-8c22-56cb4b0cc366/6361cbefd94f2e2e83f08d0d06011d46.png
14CEDA91-BEB4-4117-BF99-54084D70E82D.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/9e7705a7fbd1d9211cec0e8a37ddf43d.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/1c0f5d391e906beadbc5f63f202061f3.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/c22c254d-d123-4074-8084-d9706dbfae7a/c629e9f5f1a839a722bc46560f7cf671.png
158E5833-17A9-476E-B74F-B75522E6E19C.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/2ecdb3731e3ae71629dd634744568bd9.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/dcec1f8a5e35160ad6ef712992d73658.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/dd7f9003-ddcf-4854-9743-7d8e15508692/dd177a228eb333b57fe48e20493383b6.png
15C31D24-BABD-4F15-A15D-B96DBB9869EF.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/10d93749acb2956f520f93d9e0b97f4f.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/66cc8e3da03aa374dc4d66f390a3192d.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/54b95127-cb9b-4689-9825-672a98cfbe7d/fea92ceba32704821eb983cff96eaee4.png
15D12FF0-5476-4270-A417-003364A5194D.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/f333cedc8f5a6cd3ea3e2f66b8bce990.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/e6969f158e47f4418e6e874d88e3d90b.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/8ac2a1ef-fa75-4121-ad3b-af835f2d7c3e/82a7adce31523baac30d0e6df77aaca6.png
1666080C-8B38-4C63-9974-0716086F3C97.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/f4072c7b508ece97fb9039b5a827f006.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/87b75bbf0708c09b0e23eb421e8a0ac9.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/4097271e-1312-4fc9-b101-72f5857f8d66/cccf5263755cbba2759eaa292b95c41c.png
16E1EA3F-C64B-49FE-BF3B-0A831E1F33A9.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/bbe0ea38858964dc51fd9950c88555ed.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/b45a87d9d8f368a4810f364873d946f7.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/8ac2a1ef-fa75-4121-ad3b-af835f2d7c3e/aacc29bc1c9064268d19ac500aa73710.png
17F1D303-FAFF-4E3D-97FE-30425A7D52A5.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/6cb2e9feee4524e3f95b54a2cc56fa23.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/0b1b5152d36bb28b52d929913691094f.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/39155b3c-5a4d-4799-b077-71d9b8e15971/5b73abdee2e13c545c0ffef0b66d6ae6.png
19C66A35-4CB1-41F7-803C-950E8D001D04.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/2bdbb5011eb0d8252ae1385fc238ed71.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/5173834227ae11c556ef3ed529005d80.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/994fb463-2477-4e55-93f3-df982e9123bb/5811052fee0b4df040378dccd15c2b4c.png
1A378483-626D-4EF9-90EB-4EA1CC4273FD.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/b7bb95381a2dd2f2edea64e5410b56cd.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/9bfea362a8f396c33c88398397026264.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/0c8ff672-75da-4783-be5f-df91f1030bd9/63a6de9c527e7390faa287b1b991dc10.png
1A95897C-1723-41BF-A41E-052959B409DE.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/1e96c2d707f4aa58e9ef08edbd168639.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/1a2d7a3c0cbe13ceb4ad53a9b3e0beaa.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/5a2af970-0ee0-400f-b0a7-3e4c88ce77e5/965ae522b5cc77c5ac2be746c559a21c.png
1BD84E24-32D9-4AF1-8C9F-86FC33E847E7.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/ae668508e08aadabf91097fcfa26f5ed.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/822c8b8c93567b2c744830bc99e70f93.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/8ac2a1ef-fa75-4121-ad3b-af835f2d7c3e/5a746ea3f12e9e5803ae81d249052f35.png
1CB3927A-D7A2-4794-8737-BEA6D10F5108.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/a9edb5b271799b08feeb8b80968f7e14.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/8b50cee493b872f3a3c9ee3667f4179d.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/16f35f15-b591-43c2-9fd7-80f69d10df06/77e9e2e1d6b2fc4b3b578bcab61e7bff.png
1CD2578B-0C7B-4F4E-A644-43D544D61E48.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/97b0852f9bb29b3a37ca029e31137aeb.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/ba9ba87279b2eca726e32e7107acf1b4.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/57c2bb1c-5f4c-42c5-bb99-0b65319d827b/afb780e30cebf569830db156d0c0b47e.png
1D6C7511-6041-4A2F-BC65-0BA88502BD41.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/65ad23bf8ba72f14f6eae19b36dd1c03.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/326c323083eb5924a6dfd2fb7b2d67bc.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/16c3918c-2b6c-44d5-8e99-9c2092a08069/ad1e165385aab989c4aa89939b3eb402.png
20AB3D67-4008-4FC7-9A3A-BB6C4C673B6C.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/c6fe1f4fbad48bfa45a70bd012bf7376.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/b65ea8ab9a1d4e8e2459034d639c2443.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/59406b69-7a4b-4502-88b7-696f91ff7643/60b8194a184e24713f7c6025fedb0fef.png
21c5ec5415d1026657e509d3bba63394.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/c54448b75a5fff2dc714d5d7ba1becc0.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/1dd3ab7a249f92a33b02b576a9b998c9.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/0231cda4-d8e1-45d1-86a6-e2ed4cf8be50/ee5e60a31bb913db09db4aa5258f14b4.png
222BCDAD-D607-4139-9170-9F9480D75943.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/3f558c5bb7f0e766c6f304e3f74b8b73.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/761334a889d8e57c8af729c373761cfd.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/990f4283-d5e0-48b3-96ad-fc1c015a5900/c2c542e80d2476c25fbf3c9401e2fafd.png
2603B4D6-4999-4A6E-86E1-35CF754CC62F.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/a31b1bb4d933526dd2241ef0fbcf9e0e.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/35303872bbc6b3cd6152bdc17e7bad28.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/4337698a-388a-4ed7-bc70-a589e26468de/f8e7999f7a8a802fac90446aa1c6b527.png
27C321BF-801D-4FF6-BFD7-F5204C6C1978.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/aeec0755e1c8149a4a46c4beb8b2a105.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/a041ea5eba6766c103704a771141ffc2.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/5096ddc8-068f-4609-abba-09367ce4e37d/4bc14da3238c99e736cb729c998ab70d.png
2841EAE2-C1E7-4E76-A9E9-224F6BCB9F61.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/cc0a468742369b1e5ee0483be5d2a2d8.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/f56b18bbb9757313e8698b5f45250aa2.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/49cd4c7b-1094-4860-b25d-33cfb5dd340e/b44c8ad0159fd8bf8d17babaf04c9452.png
28CC2D78-C247-4784-86B7-93036373A37F.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/a57b149014d5fdea4d821ac07ca7ce50.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/77272c400a891729e34fe3b28dbd7961.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/994fb463-2477-4e55-93f3-df982e9123bb/a6cfcfa264c8ce2a3e7e18ad2808a1a5.png
2B7C1141-1A5D-4C37-A2FD-FB937C0F1B51.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/738fd1f4e68ac163cf587597319001af.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/61268f4f51f46d7a79a5ba8149ae3371.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/43f50c00-da87-4491-b975-8da7a32cb1fe/c13aaf6f8438055502e1e32fa22fe57c.png
2BDCF681-ABBA-4489-92DF-61F4510520E3.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/24c9a2263cf7efc455dc2ae744ddfa98.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/77afbf27f8082a5c3c729f8ae91bbd63.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/4337698a-388a-4ed7-bc70-a589e26468de/73cdd5806037fb94d31dd215fce91f20.png
2DBE31D7-558C-495A-B66A-827C7F4844AF.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/aa5d276a4da0f99b973bd63b10e19fa8.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/b332fec7ebee271d686d726af0831c5b.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/e9960e26-1adf-40c0-92da-62daa671679a/69b863676781fe8d101dcaf852f0aaae.png
2E987B48-00D7-4B8E-867F-A47051D1B216.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/4f9852931ca458741bb4f810736a5c38.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/af500cdbac2b948cee51c308265b4aff.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/0d629f12-bc80-496a-bc0e-c75dfedcbc46/034eabe068edc02ac2bc393a697b51a4.png
2EBCC160-1DBD-492D-AE3A-DAEB45E7C48D.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/37e56127c1ee94e96935bb04d0a259c8.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/836646f5b6a43f285dcf270b61842879.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/57cca947-240d-4078-ae29-bf72b948dea0/6d007237ac98f6295a7e67ecae684e92.png
2F619467-09C2-406D-9DD9-A6309F49E30F.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/f8d5e0412bc2ab98c4f11dc3bf33476c.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/05606fdea369f1085e7fca4f4eb77fdb.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/dc60b5a1-6ecf-4222-bbf4-af2e7d8056be/71c90f423c376dd805316c59a8e88e9a.png
307FCFC8-9FF9-4651-AC98-640F6C4812A6.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/9c7a633d9669eada20858bdf14ae100b.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/494e7f593220ddf5b14275186c1809e7.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/dcf7f5eb-3b02-4eae-8d4b-3e07471b6d64/bce8dad27c8d7ca040aed816a2b8a02d.png
31C5F0E5-CC43-4BCB-9193-4DAEEC1AAF45.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/326b9002bc6a1467b1d0f5909e823207.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/efda7e12-05fa-4748-9bbf-6471381ec9f2/5ca87b4603b9c33991bba1b11bd8f922.png,https://s3.amazonaws.com/gooten-imgmanip/live/preview/990f4283-d5e0-48b3-96ad-fc1c015a5900/46d846fe120f4014b160ced4d1fa0bcf.png
